"Id","world","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
NA,"World","159029697","69896","3308277","1713","137502092","115997","18219328","106934","20402","424.4","","","","All","","",NA,NA,NA,""
