"","Id","world","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"1",NA,"World","157014852","324538","3274191","4824","135177473","319577","18563188","109127","20144","420.0","","",7823093322,"All","","","",NA,NA,""
