"world","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"World","162539539","11798","3371509","429","141486418","33121","17681612","103674","20852","432.5","","",7824731437,"All","","",NA,NA,NA,""
