"","Id","world","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"1",NA,"World","155060050","89866","3243505","2827","133304417","131721","18512128","110731","19893","416.1","","","","All","","","",NA,NA,""
