"world","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"World","161164298","87402","3347581","2772","139979828","130558","17836889","104825","20676","429.5","","",7824321916,"All","","",NA,NA,NA,""
