"","ccaa_iso","fecha","num_casos","num_casos_prueba_pcr","num_casos_prueba_test_ac","num_casos_prueba_ag","num_casos_prueba_elisa","num_casos_prueba_desconocida"
"1","AN","2020-01-01",0,0,0,0,0,0
"2","AR","2020-01-01",0,0,0,0,0,0
"3","AS","2020-01-01",0,0,0,0,0,0
"4","CB","2020-01-01",0,0,0,0,0,0
"5","CE","2020-01-01",1,0,0,1,0,0
"6","CL","2020-01-01",0,0,0,0,0,0
"7","CM","2020-01-01",0,0,0,0,0,0
"8","CN","2020-01-01",0,0,0,0,0,0
"9","CT","2020-01-01",3,3,0,0,0,0
"10","EX","2020-01-01",0,0,0,0,0,0
"11","GA","2020-01-01",0,0,0,0,0,0
"12","IB","2020-01-01",0,0,0,0,0,0
"13","MC","2020-01-01",0,0,0,0,0,0
"14","MD","2020-01-01",3,3,0,0,0,0
"15","ML","2020-01-01",0,0,0,0,0,0
"16","NC","2020-01-01",0,0,0,0,0,0
"17","PV","2020-01-01",0,0,0,0,0,0
"18","RI","2020-01-01",0,0,0,0,0,0
"19","VC","2020-01-01",3,3,0,0,0,0
"20","AN","2020-01-02",0,0,0,0,0,0
"21","AR","2020-01-02",0,0,0,0,0,0
"22","AS","2020-01-02",0,0,0,0,0,0
"23","CB","2020-01-02",0,0,0,0,0,0
"24","CE","2020-01-02",0,0,0,0,0,0
"25","CL","2020-01-02",0,0,0,0,0,0
"26","CM","2020-01-02",0,0,0,0,0,0
"27","CN","2020-01-02",0,0,0,0,0,0
"28","CT","2020-01-02",9,9,0,0,0,0
"29","EX","2020-01-02",0,0,0,0,0,0
"30","GA","2020-01-02",2,2,0,0,0,0
"31","IB","2020-01-02",0,0,0,0,0,0
"32","MC","2020-01-02",0,0,0,0,0,0
"33","MD","2020-01-02",4,4,0,0,0,0
"34","ML","2020-01-02",0,0,0,0,0,0
"35","NC","2020-01-02",0,0,0,0,0,0
"36","PV","2020-01-02",0,0,0,0,0,0
"37","RI","2020-01-02",0,0,0,0,0,0
"38","VC","2020-01-02",2,2,0,0,0,0
"39","AN","2020-01-03",0,0,0,0,0,0
"40","AR","2020-01-03",0,0,0,0,0,0
"41","AS","2020-01-03",0,0,0,0,0,0
"42","CB","2020-01-03",0,0,0,0,0,0
"43","CE","2020-01-03",0,0,0,0,0,0
"44","CL","2020-01-03",0,0,0,0,0,0
"45","CM","2020-01-03",0,0,0,0,0,0
"46","CN","2020-01-03",0,0,0,0,0,0
"47","CT","2020-01-03",7,7,0,0,0,0
"48","EX","2020-01-03",0,0,0,0,0,0
"49","GA","2020-01-03",2,2,0,0,0,0
"50","IB","2020-01-03",0,0,0,0,0,0
"51","MC","2020-01-03",0,0,0,0,0,0
"52","MD","2020-01-03",3,2,0,1,0,0
"53","ML","2020-01-03",0,0,0,0,0,0
"54","NC","2020-01-03",0,0,0,0,0,0
"55","PV","2020-01-03",0,0,0,0,0,0
"56","RI","2020-01-03",2,2,0,0,0,0
"57","VC","2020-01-03",0,0,0,0,0,0
"58","AN","2020-01-04",0,0,0,0,0,0
"59","AR","2020-01-04",0,0,0,0,0,0
"60","AS","2020-01-04",0,0,0,0,0,0
"61","CB","2020-01-04",0,0,0,0,0,0
"62","CE","2020-01-04",1,0,0,1,0,0
"63","CL","2020-01-04",0,0,0,0,0,0
"64","CM","2020-01-04",0,0,0,0,0,0
"65","CN","2020-01-04",0,0,0,0,0,0
"66","CT","2020-01-04",4,4,0,0,0,0
"67","EX","2020-01-04",0,0,0,0,0,0
"68","GA","2020-01-04",4,3,0,1,0,0
"69","IB","2020-01-04",0,0,0,0,0,0
"70","MC","2020-01-04",0,0,0,0,0,0
"71","MD","2020-01-04",5,3,0,2,0,0
"72","ML","2020-01-04",0,0,0,0,0,0
"73","NC","2020-01-04",0,0,0,0,0,0
"74","PV","2020-01-04",0,0,0,0,0,0
"75","RI","2020-01-04",0,0,0,0,0,0
"76","VC","2020-01-04",0,0,0,0,0,0
"77","AN","2020-01-05",0,0,0,0,0,0
"78","AR","2020-01-05",0,0,0,0,0,0
"79","AS","2020-01-05",0,0,0,0,0,0
"80","CB","2020-01-05",0,0,0,0,0,0
"81","CE","2020-01-05",0,0,0,0,0,0
"82","CL","2020-01-05",0,0,0,0,0,0
"83","CM","2020-01-05",0,0,0,0,0,0
"84","CN","2020-01-05",0,0,0,0,0,0
"85","CT","2020-01-05",4,4,0,0,0,0
"86","EX","2020-01-05",0,0,0,0,0,0
"87","GA","2020-01-05",2,2,0,0,0,0
"88","IB","2020-01-05",0,0,0,0,0,0
"89","MC","2020-01-05",0,0,0,0,0,0
"90","MD","2020-01-05",3,1,0,2,0,0
"91","ML","2020-01-05",0,0,0,0,0,0
"92","NC","2020-01-05",0,0,0,0,0,0
"93","PV","2020-01-05",0,0,0,0,0,0
"94","RI","2020-01-05",2,2,0,0,0,0
"95","VC","2020-01-05",1,1,0,0,0,0
"96","AN","2020-01-06",0,0,0,0,0,0
"97","AR","2020-01-06",0,0,0,0,0,0
"98","AS","2020-01-06",0,0,0,0,0,0
"99","CB","2020-01-06",0,0,0,0,0,0
"100","CE","2020-01-06",0,0,0,0,0,0
"101","CL","2020-01-06",0,0,0,0,0,0
"102","CM","2020-01-06",0,0,0,0,0,0
"103","CN","2020-01-06",0,0,0,0,0,0
"104","CT","2020-01-06",9,8,0,0,0,1
"105","EX","2020-01-06",0,0,0,0,0,0
"106","GA","2020-01-06",2,1,0,1,0,0
"107","IB","2020-01-06",0,0,0,0,0,0
"108","MC","2020-01-06",0,0,0,0,0,0
"109","MD","2020-01-06",6,2,0,4,0,0
"110","ML","2020-01-06",0,0,0,0,0,0
"111","NC","2020-01-06",0,0,0,0,0,0
"112","PV","2020-01-06",0,0,0,0,0,0
"113","RI","2020-01-06",1,1,0,0,0,0
"114","VC","2020-01-06",2,2,0,0,0,0
"115","AN","2020-01-07",0,0,0,0,0,0
"116","AR","2020-01-07",0,0,0,0,0,0
"117","AS","2020-01-07",0,0,0,0,0,0
"118","CB","2020-01-07",0,0,0,0,0,0
"119","CE","2020-01-07",0,0,0,0,0,0
"120","CL","2020-01-07",0,0,0,0,0,0
"121","CM","2020-01-07",0,0,0,0,0,0
"122","CN","2020-01-07",0,0,0,0,0,0
"123","CT","2020-01-07",10,10,0,0,0,0
"124","EX","2020-01-07",0,0,0,0,0,0
"125","GA","2020-01-07",3,3,0,0,0,0
"126","IB","2020-01-07",0,0,0,0,0,0
"127","MC","2020-01-07",1,0,0,1,0,0
"128","MD","2020-01-07",2,1,0,1,0,0
"129","ML","2020-01-07",0,0,0,0,0,0
"130","NC","2020-01-07",0,0,0,0,0,0
"131","PV","2020-01-07",0,0,0,0,0,0
"132","RI","2020-01-07",1,1,0,0,0,0
"133","VC","2020-01-07",1,1,0,0,0,0
"134","AN","2020-01-08",0,0,0,0,0,0
"135","AR","2020-01-08",0,0,0,0,0,0
"136","AS","2020-01-08",0,0,0,0,0,0
"137","CB","2020-01-08",0,0,0,0,0,0
"138","CE","2020-01-08",0,0,0,0,0,0
"139","CL","2020-01-08",0,0,0,0,0,0
"140","CM","2020-01-08",0,0,0,0,0,0
"141","CN","2020-01-08",0,0,0,0,0,0
"142","CT","2020-01-08",16,16,0,0,0,0
"143","EX","2020-01-08",0,0,0,0,0,0
"144","GA","2020-01-08",0,0,0,0,0,0
"145","IB","2020-01-08",0,0,0,0,0,0
"146","MC","2020-01-08",0,0,0,0,0,0
"147","MD","2020-01-08",9,3,0,6,0,0
"148","ML","2020-01-08",0,0,0,0,0,0
"149","NC","2020-01-08",0,0,0,0,0,0
"150","PV","2020-01-08",0,0,0,0,0,0
"151","RI","2020-01-08",0,0,0,0,0,0
"152","VC","2020-01-08",0,0,0,0,0,0
"153","AN","2020-01-09",0,0,0,0,0,0
"154","AR","2020-01-09",0,0,0,0,0,0
"155","AS","2020-01-09",0,0,0,0,0,0
"156","CB","2020-01-09",0,0,0,0,0,0
"157","CE","2020-01-09",0,0,0,0,0,0
"158","CL","2020-01-09",0,0,0,0,0,0
"159","CM","2020-01-09",0,0,0,0,0,0
"160","CN","2020-01-09",0,0,0,0,0,0
"161","CT","2020-01-09",12,12,0,0,0,0
"162","EX","2020-01-09",0,0,0,0,0,0
"163","GA","2020-01-09",0,0,0,0,0,0
"164","IB","2020-01-09",0,0,0,0,0,0
"165","MC","2020-01-09",0,0,0,0,0,0
"166","MD","2020-01-09",9,3,0,6,0,0
"167","ML","2020-01-09",0,0,0,0,0,0
"168","NC","2020-01-09",0,0,0,0,0,0
"169","PV","2020-01-09",0,0,0,0,0,0
"170","RI","2020-01-09",0,0,0,0,0,0
"171","VC","2020-01-09",1,0,0,1,0,0
"172","AN","2020-01-10",0,0,0,0,0,0
"173","AR","2020-01-10",0,0,0,0,0,0
"174","AS","2020-01-10",0,0,0,0,0,0
"175","CB","2020-01-10",0,0,0,0,0,0
"176","CE","2020-01-10",0,0,0,0,0,0
"177","CL","2020-01-10",0,0,0,0,0,0
"178","CM","2020-01-10",0,0,0,0,0,0
"179","CN","2020-01-10",0,0,0,0,0,0
"180","CT","2020-01-10",17,17,0,0,0,0
"181","EX","2020-01-10",0,0,0,0,0,0
"182","GA","2020-01-10",1,1,0,0,0,0
"183","IB","2020-01-10",0,0,0,0,0,0
"184","MC","2020-01-10",0,0,0,0,0,0
"185","MD","2020-01-10",8,4,0,4,0,0
"186","ML","2020-01-10",0,0,0,0,0,0
"187","NC","2020-01-10",0,0,0,0,0,0
"188","PV","2020-01-10",0,0,0,0,0,0
"189","RI","2020-01-10",1,1,0,0,0,0
"190","VC","2020-01-10",0,0,0,0,0,0
"191","AN","2020-01-11",0,0,0,0,0,0
"192","AR","2020-01-11",0,0,0,0,0,0
"193","AS","2020-01-11",0,0,0,0,0,0
"194","CB","2020-01-11",0,0,0,0,0,0
"195","CE","2020-01-11",0,0,0,0,0,0
"196","CL","2020-01-11",0,0,0,0,0,0
"197","CM","2020-01-11",0,0,0,0,0,0
"198","CN","2020-01-11",0,0,0,0,0,0
"199","CT","2020-01-11",17,17,0,0,0,0
"200","EX","2020-01-11",0,0,0,0,0,0
"201","GA","2020-01-11",6,5,0,1,0,0
"202","IB","2020-01-11",0,0,0,0,0,0
"203","MC","2020-01-11",0,0,0,0,0,0
"204","MD","2020-01-11",5,3,0,2,0,0
"205","ML","2020-01-11",0,0,0,0,0,0
"206","NC","2020-01-11",0,0,0,0,0,0
"207","PV","2020-01-11",0,0,0,0,0,0
"208","RI","2020-01-11",0,0,0,0,0,0
"209","VC","2020-01-11",1,1,0,0,0,0
"210","AN","2020-01-12",0,0,0,0,0,0
"211","AR","2020-01-12",0,0,0,0,0,0
"212","AS","2020-01-12",0,0,0,0,0,0
"213","CB","2020-01-12",0,0,0,0,0,0
"214","CE","2020-01-12",0,0,0,0,0,0
"215","CL","2020-01-12",0,0,0,0,0,0
"216","CM","2020-01-12",0,0,0,0,0,0
"217","CN","2020-01-12",0,0,0,0,0,0
"218","CT","2020-01-12",25,25,0,0,0,0
"219","EX","2020-01-12",0,0,0,0,0,0
"220","GA","2020-01-12",1,1,0,0,0,0
"221","IB","2020-01-12",0,0,0,0,0,0
"222","MC","2020-01-12",1,1,0,0,0,0
"223","MD","2020-01-12",6,3,0,3,0,0
"224","ML","2020-01-12",0,0,0,0,0,0
"225","NC","2020-01-12",0,0,0,0,0,0
"226","PV","2020-01-12",0,0,0,0,0,0
"227","RI","2020-01-12",0,0,0,0,0,0
"228","VC","2020-01-12",1,0,0,1,0,0
"229","AN","2020-01-13",0,0,0,0,0,0
"230","AR","2020-01-13",0,0,0,0,0,0
"231","AS","2020-01-13",0,0,0,0,0,0
"232","CB","2020-01-13",0,0,0,0,0,0
"233","CE","2020-01-13",0,0,0,0,0,0
"234","CL","2020-01-13",0,0,0,0,0,0
"235","CM","2020-01-13",0,0,0,0,0,0
"236","CN","2020-01-13",0,0,0,0,0,0
"237","CT","2020-01-13",15,15,0,0,0,0
"238","EX","2020-01-13",0,0,0,0,0,0
"239","GA","2020-01-13",0,0,0,0,0,0
"240","IB","2020-01-13",0,0,0,0,0,0
"241","MC","2020-01-13",0,0,0,0,0,0
"242","MD","2020-01-13",11,6,0,5,0,0
"243","ML","2020-01-13",0,0,0,0,0,0
"244","NC","2020-01-13",0,0,0,0,0,0
"245","PV","2020-01-13",0,0,0,0,0,0
"246","RI","2020-01-13",2,2,0,0,0,0
"247","VC","2020-01-13",1,1,0,0,0,0
"248","AN","2020-01-14",0,0,0,0,0,0
"249","AR","2020-01-14",1,1,0,0,0,0
"250","AS","2020-01-14",0,0,0,0,0,0
"251","CB","2020-01-14",0,0,0,0,0,0
"252","CE","2020-01-14",0,0,0,0,0,0
"253","CL","2020-01-14",0,0,0,0,0,0
"254","CM","2020-01-14",0,0,0,0,0,0
"255","CN","2020-01-14",0,0,0,0,0,0
"256","CT","2020-01-14",2,2,0,0,0,0
"257","EX","2020-01-14",0,0,0,0,0,0
"258","GA","2020-01-14",1,1,0,0,0,0
"259","IB","2020-01-14",0,0,0,0,0,0
"260","MC","2020-01-14",0,0,0,0,0,0
"261","MD","2020-01-14",6,3,0,3,0,0
"262","ML","2020-01-14",0,0,0,0,0,0
"263","NC","2020-01-14",0,0,0,0,0,0
"264","PV","2020-01-14",0,0,0,0,0,0
"265","RI","2020-01-14",0,0,0,0,0,0
"266","VC","2020-01-14",0,0,0,0,0,0
"267","AN","2020-01-15",0,0,0,0,0,0
"268","AR","2020-01-15",0,0,0,0,0,0
"269","AS","2020-01-15",0,0,0,0,0,0
"270","CB","2020-01-15",0,0,0,0,0,0
"271","CE","2020-01-15",0,0,0,0,0,0
"272","CL","2020-01-15",0,0,0,0,0,0
"273","CM","2020-01-15",0,0,0,0,0,0
"274","CN","2020-01-15",0,0,0,0,0,0
"275","CT","2020-01-15",9,9,0,0,0,0
"276","EX","2020-01-15",0,0,0,0,0,0
"277","GA","2020-01-15",0,0,0,0,0,0
"278","IB","2020-01-15",0,0,0,0,0,0
"279","MC","2020-01-15",0,0,0,0,0,0
"280","MD","2020-01-15",7,3,0,4,0,0
"281","ML","2020-01-15",0,0,0,0,0,0
"282","NC","2020-01-15",0,0,0,0,0,0
"283","PV","2020-01-15",0,0,0,0,0,0
"284","RI","2020-01-15",0,0,0,0,0,0
"285","VC","2020-01-15",1,0,0,1,0,0
"286","AN","2020-01-16",0,0,0,0,0,0
"287","AR","2020-01-16",1,1,0,0,0,0
"288","AS","2020-01-16",0,0,0,0,0,0
"289","CB","2020-01-16",0,0,0,0,0,0
"290","CE","2020-01-16",0,0,0,0,0,0
"291","CL","2020-01-16",0,0,0,0,0,0
"292","CM","2020-01-16",0,0,0,0,0,0
"293","CN","2020-01-16",0,0,0,0,0,0
"294","CT","2020-01-16",10,10,0,0,0,0
"295","EX","2020-01-16",0,0,0,0,0,0
"296","GA","2020-01-16",0,0,0,0,0,0
"297","IB","2020-01-16",0,0,0,0,0,0
"298","MC","2020-01-16",0,0,0,0,0,0
"299","MD","2020-01-16",8,2,0,6,0,0
"300","ML","2020-01-16",0,0,0,0,0,0
"301","NC","2020-01-16",0,0,0,0,0,0
"302","PV","2020-01-16",0,0,0,0,0,0
"303","RI","2020-01-16",0,0,0,0,0,0
"304","VC","2020-01-16",2,1,0,1,0,0
"305","AN","2020-01-17",0,0,0,0,0,0
"306","AR","2020-01-17",0,0,0,0,0,0
"307","AS","2020-01-17",0,0,0,0,0,0
"308","CB","2020-01-17",0,0,0,0,0,0
"309","CE","2020-01-17",0,0,0,0,0,0
"310","CL","2020-01-17",0,0,0,0,0,0
"311","CM","2020-01-17",0,0,0,0,0,0
"312","CN","2020-01-17",0,0,0,0,0,0
"313","CT","2020-01-17",10,10,0,0,0,0
"314","EX","2020-01-17",0,0,0,0,0,0
"315","GA","2020-01-17",0,0,0,0,0,0
"316","IB","2020-01-17",0,0,0,0,0,0
"317","MC","2020-01-17",0,0,0,0,0,0
"318","MD","2020-01-17",6,2,0,4,0,0
"319","ML","2020-01-17",0,0,0,0,0,0
"320","NC","2020-01-17",0,0,0,0,0,0
"321","PV","2020-01-17",0,0,0,0,0,0
"322","RI","2020-01-17",0,0,0,0,0,0
"323","VC","2020-01-17",1,0,0,1,0,0
"324","AN","2020-01-18",0,0,0,0,0,0
"325","AR","2020-01-18",2,2,0,0,0,0
"326","AS","2020-01-18",0,0,0,0,0,0
"327","CB","2020-01-18",0,0,0,0,0,0
"328","CE","2020-01-18",0,0,0,0,0,0
"329","CL","2020-01-18",0,0,0,0,0,0
"330","CM","2020-01-18",0,0,0,0,0,0
"331","CN","2020-01-18",0,0,0,0,0,0
"332","CT","2020-01-18",12,12,0,0,0,0
"333","EX","2020-01-18",0,0,0,0,0,0
"334","GA","2020-01-18",0,0,0,0,0,0
"335","IB","2020-01-18",0,0,0,0,0,0
"336","MC","2020-01-18",0,0,0,0,0,0
"337","MD","2020-01-18",7,5,0,2,0,0
"338","ML","2020-01-18",0,0,0,0,0,0
"339","NC","2020-01-18",0,0,0,0,0,0
"340","PV","2020-01-18",0,0,0,0,0,0
"341","RI","2020-01-18",0,0,0,0,0,0
"342","VC","2020-01-18",0,0,0,0,0,0
"343","AN","2020-01-19",1,1,0,0,0,0
"344","AR","2020-01-19",0,0,0,0,0,0
"345","AS","2020-01-19",0,0,0,0,0,0
"346","CB","2020-01-19",0,0,0,0,0,0
"347","CE","2020-01-19",0,0,0,0,0,0
"348","CL","2020-01-19",0,0,0,0,0,0
"349","CM","2020-01-19",0,0,0,0,0,0
"350","CN","2020-01-19",0,0,0,0,0,0
"351","CT","2020-01-19",10,10,0,0,0,0
"352","EX","2020-01-19",0,0,0,0,0,0
"353","GA","2020-01-19",1,1,0,0,0,0
"354","IB","2020-01-19",0,0,0,0,0,0
"355","MC","2020-01-19",0,0,0,0,0,0
"356","MD","2020-01-19",7,1,0,6,0,0
"357","ML","2020-01-19",0,0,0,0,0,0
"358","NC","2020-01-19",0,0,0,0,0,0
"359","PV","2020-01-19",0,0,0,0,0,0
"360","RI","2020-01-19",1,1,0,0,0,0
"361","VC","2020-01-19",0,0,0,0,0,0
"362","AN","2020-01-20",0,0,0,0,0,0
"363","AR","2020-01-20",0,0,0,0,0,0
"364","AS","2020-01-20",0,0,0,0,0,0
"365","CB","2020-01-20",0,0,0,0,0,0
"366","CE","2020-01-20",0,0,0,0,0,0
"367","CL","2020-01-20",0,0,0,0,0,0
"368","CM","2020-01-20",0,0,0,0,0,0
"369","CN","2020-01-20",0,0,0,0,0,0
"370","CT","2020-01-20",12,12,0,0,0,0
"371","EX","2020-01-20",0,0,0,0,0,0
"372","GA","2020-01-20",3,3,0,0,0,0
"373","IB","2020-01-20",0,0,0,0,0,0
"374","MC","2020-01-20",0,0,0,0,0,0
"375","MD","2020-01-20",6,4,0,2,0,0
"376","ML","2020-01-20",0,0,0,0,0,0
"377","NC","2020-01-20",0,0,0,0,0,0
"378","PV","2020-01-20",0,0,0,0,0,0
"379","RI","2020-01-20",0,0,0,0,0,0
"380","VC","2020-01-20",0,0,0,0,0,0
"381","AN","2020-01-21",1,0,0,1,0,0
"382","AR","2020-01-21",0,0,0,0,0,0
"383","AS","2020-01-21",0,0,0,0,0,0
"384","CB","2020-01-21",0,0,0,0,0,0
"385","CE","2020-01-21",0,0,0,0,0,0
"386","CL","2020-01-21",0,0,0,0,0,0
"387","CM","2020-01-21",0,0,0,0,0,0
"388","CN","2020-01-21",0,0,0,0,0,0
"389","CT","2020-01-21",5,5,0,0,0,0
"390","EX","2020-01-21",0,0,0,0,0,0
"391","GA","2020-01-21",0,0,0,0,0,0
"392","IB","2020-01-21",0,0,0,0,0,0
"393","MC","2020-01-21",0,0,0,0,0,0
"394","MD","2020-01-21",4,2,0,2,0,0
"395","ML","2020-01-21",0,0,0,0,0,0
"396","NC","2020-01-21",0,0,0,0,0,0
"397","PV","2020-01-21",0,0,0,0,0,0
"398","RI","2020-01-21",0,0,0,0,0,0
"399","VC","2020-01-21",0,0,0,0,0,0
"400","AN","2020-01-22",0,0,0,0,0,0
"401","AR","2020-01-22",0,0,0,0,0,0
"402","AS","2020-01-22",0,0,0,0,0,0
"403","CB","2020-01-22",0,0,0,0,0,0
"404","CE","2020-01-22",0,0,0,0,0,0
"405","CL","2020-01-22",0,0,0,0,0,0
"406","CM","2020-01-22",0,0,0,0,0,0
"407","CN","2020-01-22",0,0,0,0,0,0
"408","CT","2020-01-22",0,0,0,0,0,0
"409","EX","2020-01-22",0,0,0,0,0,0
"410","GA","2020-01-22",0,0,0,0,0,0
"411","IB","2020-01-22",0,0,0,0,0,0
"412","MC","2020-01-22",0,0,0,0,0,0
"413","MD","2020-01-22",5,0,0,5,0,0
"414","ML","2020-01-22",0,0,0,0,0,0
"415","NC","2020-01-22",0,0,0,0,0,0
"416","PV","2020-01-22",0,0,0,0,0,0
"417","RI","2020-01-22",0,0,0,0,0,0
"418","VC","2020-01-22",1,1,0,0,0,0
"419","AN","2020-01-23",0,0,0,0,0,0
"420","AR","2020-01-23",0,0,0,0,0,0
"421","AS","2020-01-23",0,0,0,0,0,0
"422","CB","2020-01-23",0,0,0,0,0,0
"423","CE","2020-01-23",0,0,0,0,0,0
"424","CL","2020-01-23",0,0,0,0,0,0
"425","CM","2020-01-23",0,0,0,0,0,0
"426","CN","2020-01-23",0,0,0,0,0,0
"427","CT","2020-01-23",0,0,0,0,0,0
"428","EX","2020-01-23",0,0,0,0,0,0
"429","GA","2020-01-23",1,1,0,0,0,0
"430","IB","2020-01-23",0,0,0,0,0,0
"431","MC","2020-01-23",0,0,0,0,0,0
"432","MD","2020-01-23",4,4,0,0,0,0
"433","ML","2020-01-23",0,0,0,0,0,0
"434","NC","2020-01-23",0,0,0,0,0,0
"435","PV","2020-01-23",0,0,0,0,0,0
"436","RI","2020-01-23",0,0,0,0,0,0
"437","VC","2020-01-23",1,0,0,1,0,0
"438","AN","2020-01-24",0,0,0,0,0,0
"439","AR","2020-01-24",0,0,0,0,0,0
"440","AS","2020-01-24",0,0,0,0,0,0
"441","CB","2020-01-24",0,0,0,0,0,0
"442","CE","2020-01-24",0,0,0,0,0,0
"443","CL","2020-01-24",0,0,0,0,0,0
"444","CM","2020-01-24",0,0,0,0,0,0
"445","CN","2020-01-24",0,0,0,0,0,0
"446","CT","2020-01-24",0,0,0,0,0,0
"447","EX","2020-01-24",0,0,0,0,0,0
"448","GA","2020-01-24",0,0,0,0,0,0
"449","IB","2020-01-24",0,0,0,0,0,0
"450","MC","2020-01-24",0,0,0,0,0,0
"451","MD","2020-01-24",3,2,0,1,0,0
"452","ML","2020-01-24",0,0,0,0,0,0
"453","NC","2020-01-24",0,0,0,0,0,0
"454","PV","2020-01-24",0,0,0,0,0,0
"455","RI","2020-01-24",0,0,0,0,0,0
"456","VC","2020-01-24",0,0,0,0,0,0
"457","AN","2020-01-25",0,0,0,0,0,0
"458","AR","2020-01-25",0,0,0,0,0,0
"459","AS","2020-01-25",0,0,0,0,0,0
"460","CB","2020-01-25",0,0,0,0,0,0
"461","CE","2020-01-25",0,0,0,0,0,0
"462","CL","2020-01-25",0,0,0,0,0,0
"463","CM","2020-01-25",0,0,0,0,0,0
"464","CN","2020-01-25",0,0,0,0,0,0
"465","CT","2020-01-25",0,0,0,0,0,0
"466","EX","2020-01-25",0,0,0,0,0,0
"467","GA","2020-01-25",0,0,0,0,0,0
"468","IB","2020-01-25",0,0,0,0,0,0
"469","MC","2020-01-25",0,0,0,0,0,0
"470","MD","2020-01-25",2,2,0,0,0,0
"471","ML","2020-01-25",0,0,0,0,0,0
"472","NC","2020-01-25",0,0,0,0,0,0
"473","PV","2020-01-25",0,0,0,0,0,0
"474","RI","2020-01-25",0,0,0,0,0,0
"475","VC","2020-01-25",1,1,0,0,0,0
"476","AN","2020-01-26",0,0,0,0,0,0
"477","AR","2020-01-26",0,0,0,0,0,0
"478","AS","2020-01-26",0,0,0,0,0,0
"479","CB","2020-01-26",0,0,0,0,0,0
"480","CE","2020-01-26",0,0,0,0,0,0
"481","CL","2020-01-26",0,0,0,0,0,0
"482","CM","2020-01-26",0,0,0,0,0,0
"483","CN","2020-01-26",0,0,0,0,0,0
"484","CT","2020-01-26",0,0,0,0,0,0
"485","EX","2020-01-26",0,0,0,0,0,0
"486","GA","2020-01-26",0,0,0,0,0,0
"487","IB","2020-01-26",0,0,0,0,0,0
"488","MC","2020-01-26",0,0,0,0,0,0
"489","MD","2020-01-26",1,1,0,0,0,0
"490","ML","2020-01-26",0,0,0,0,0,0
"491","NC","2020-01-26",0,0,0,0,0,0
"492","PV","2020-01-26",0,0,0,0,0,0
"493","RI","2020-01-26",0,0,0,0,0,0
"494","VC","2020-01-26",1,1,0,0,0,0
"495","AN","2020-01-27",0,0,0,0,0,0
"496","AR","2020-01-27",0,0,0,0,0,0
"497","AS","2020-01-27",0,0,0,0,0,0
"498","CB","2020-01-27",0,0,0,0,0,0
"499","CE","2020-01-27",0,0,0,0,0,0
"500","CL","2020-01-27",0,0,0,0,0,0
"501","CM","2020-01-27",0,0,0,0,0,0
"502","CN","2020-01-27",0,0,0,0,0,0
"503","CT","2020-01-27",2,1,0,0,1,0
"504","EX","2020-01-27",0,0,0,0,0,0
"505","GA","2020-01-27",0,0,0,0,0,0
"506","IB","2020-01-27",0,0,0,0,0,0
"507","MC","2020-01-27",0,0,0,0,0,0
"508","MD","2020-01-27",1,1,0,0,0,0
"509","ML","2020-01-27",0,0,0,0,0,0
"510","NC","2020-01-27",0,0,0,0,0,0
"511","PV","2020-01-27",0,0,0,0,0,0
"512","RI","2020-01-27",0,0,0,0,0,0
"513","VC","2020-01-27",0,0,0,0,0,0
"514","AN","2020-01-28",0,0,0,0,0,0
"515","AR","2020-01-28",0,0,0,0,0,0
"516","AS","2020-01-28",0,0,0,0,0,0
"517","CB","2020-01-28",0,0,0,0,0,0
"518","CE","2020-01-28",0,0,0,0,0,0
"519","CL","2020-01-28",0,0,0,0,0,0
"520","CM","2020-01-28",0,0,0,0,0,0
"521","CN","2020-01-28",0,0,0,0,0,0
"522","CT","2020-01-28",0,0,0,0,0,0
"523","EX","2020-01-28",0,0,0,0,0,0
"524","GA","2020-01-28",0,0,0,0,0,0
"525","IB","2020-01-28",0,0,0,0,0,0
"526","MC","2020-01-28",0,0,0,0,0,0
"527","MD","2020-01-28",1,1,0,0,0,0
"528","ML","2020-01-28",0,0,0,0,0,0
"529","NC","2020-01-28",0,0,0,0,0,0
"530","PV","2020-01-28",0,0,0,0,0,0
"531","RI","2020-01-28",0,0,0,0,0,0
"532","VC","2020-01-28",1,1,0,0,0,0
"533","AN","2020-01-29",0,0,0,0,0,0
"534","AR","2020-01-29",0,0,0,0,0,0
"535","AS","2020-01-29",0,0,0,0,0,0
"536","CB","2020-01-29",0,0,0,0,0,0
"537","CE","2020-01-29",0,0,0,0,0,0
"538","CL","2020-01-29",0,0,0,0,0,0
"539","CM","2020-01-29",0,0,0,0,0,0
"540","CN","2020-01-29",1,1,0,0,0,0
"541","CT","2020-01-29",0,0,0,0,0,0
"542","EX","2020-01-29",0,0,0,0,0,0
"543","GA","2020-01-29",0,0,0,0,0,0
"544","IB","2020-01-29",1,1,0,0,0,0
"545","MC","2020-01-29",0,0,0,0,0,0
"546","MD","2020-01-29",4,4,0,0,0,0
"547","ML","2020-01-29",0,0,0,0,0,0
"548","NC","2020-01-29",0,0,0,0,0,0
"549","PV","2020-01-29",0,0,0,0,0,0
"550","RI","2020-01-29",1,1,0,0,0,0
"551","VC","2020-01-29",1,1,0,0,0,0
"552","AN","2020-01-30",0,0,0,0,0,0
"553","AR","2020-01-30",0,0,0,0,0,0
"554","AS","2020-01-30",0,0,0,0,0,0
"555","CB","2020-01-30",0,0,0,0,0,0
"556","CE","2020-01-30",0,0,0,0,0,0
