"","ccaa_iso","fecha","num_casos","num_casos_prueba_pcr","num_casos_prueba_test_ac","num_casos_prueba_ag","num_casos_prueba_elisa","num_casos_prueba_desconocida"
"1505","CB","2020-03-20",143,143,0,0,0,0
"1506","CE","2020-03-20",6,6,0,0,0,0
"1507","CL","2020-03-20",847,830,17,0,0,0
"1508","CM","2020-03-20",846,766,76,0,4,0
"1509","CN","2020-03-20",121,120,0,0,0,1
"1510","CT","2020-03-20",2067,2000,0,0,12,55
"1511","EX","2020-03-20",140,139,1,0,0,0
"1512","GA","2020-03-20",465,462,1,0,2,0
"1513","IB","2020-03-20",97,95,2,0,0,0
"1514","MC","2020-03-20",92,88,4,0,0,0
"1515","MD","2020-03-20",3219,3216,2,1,0,0
"1516","ML","2020-03-20",4,4,0,0,0,0
"1517","NC","2020-03-20",231,230,1,0,0,0
"1518","PV","2020-03-20",588,583,0,0,0,5
"1519","RI","2020-03-20",190,190,0,0,0,0
"1520","VC","2020-03-20",527,511,12,0,0,4
"1521","AN","2020-03-21",523,519,4,0,0,0
"1522","AR","2020-03-21",178,178,0,0,0,0
"1523","AS","2020-03-21",68,68,0,0,0,0
"1524","CB","2020-03-21",99,99,0,0,0,0
"1525","CE","2020-03-21",6,6,0,0,0,0
"1526","CL","2020-03-21",705,695,10,0,0,0
"1527","CM","2020-03-21",562,519,43,0,0,0
"1528","CN","2020-03-21",75,75,0,0,0,0
"1529","CT","2020-03-21",1548,1511,0,0,10,27
"1530","EX","2020-03-21",115,111,4,0,0,0
"1531","GA","2020-03-21",267,264,0,0,3,0
"1532","IB","2020-03-21",62,61,1,0,0,0
"1533","MC","2020-03-21",70,67,3,0,0,0
"1534","MD","2020-03-21",2019,2016,2,1,0,0
"1535","ML","2020-03-21",3,3,0,0,0,0
"1536","NC","2020-03-21",152,152,0,0,0,0
"1537","PV","2020-03-21",430,425,0,2,0,3
"1538","RI","2020-03-21",134,134,0,0,0,0
"1539","VC","2020-03-21",423,412,7,0,0,4
"1540","AN","2020-03-22",492,483,9,0,0,0
"1541","AR","2020-03-22",169,167,0,2,0,0
"1542","AS","2020-03-22",76,76,0,0,0,0
"1543","CB","2020-03-22",84,84,0,0,0,0
"1544","CE","2020-03-22",7,7,0,0,0,0
"1545","CL","2020-03-22",650,636,14,0,0,0
"1546","CM","2020-03-22",586,522,64,0,0,0
"1547","CN","2020-03-22",73,73,0,0,0,0
"1548","CT","2020-03-22",1411,1369,0,0,2,40
"1549","EX","2020-03-22",117,115,2,0,0,0
"1550","GA","2020-03-22",242,241,0,0,1,0
"1551","IB","2020-03-22",90,90,0,0,0,0
"1552","MC","2020-03-22",65,65,0,0,0,0
"1553","MD","2020-03-22",1701,1699,2,0,0,0
"1554","ML","2020-03-22",5,5,0,0,0,0
"1555","NC","2020-03-22",142,141,1,0,0,0
"1556","PV","2020-03-22",387,384,0,0,0,3
"1557","RI","2020-03-22",108,108,0,0,0,0
"1558","VC","2020-03-22",375,364,6,0,0,5
"1559","AN","2020-03-23",535,534,1,0,0,0
"1560","AR","2020-03-23",269,268,0,1,0,0
"1561","AS","2020-03-23",70,70,0,0,0,0
"1562","CB","2020-03-23",88,88,0,0,0,0
"1563","CE","2020-03-23",3,3,0,0,0,0
"1564","CL","2020-03-23",687,667,20,0,0,0
"1565","CM","2020-03-23",667,593,74,0,0,0
"1566","CN","2020-03-23",99,99,0,0,0,0
"1567","CT","2020-03-23",1661,1603,0,0,17,41
"1568","EX","2020-03-23",210,207,3,0,0,0
"1569","GA","2020-03-23",375,373,1,0,1,0
"1570","IB","2020-03-23",81,79,2,0,0,0
"1571","MC","2020-03-23",103,102,1,0,0,0
"1572","MD","2020-03-23",2202,2200,1,1,0,0
"1573","ML","2020-03-23",5,5,0,0,0,0
"1574","NC","2020-03-23",164,161,3,0,0,0
"1575","PV","2020-03-23",469,463,0,2,0,4
"1576","RI","2020-03-23",158,156,1,0,0,1
"1577","VC","2020-03-23",441,431,8,0,0,2
"1578","AN","2020-03-24",476,467,9,0,0,0
"1579","AR","2020-03-24",193,193,0,0,0,0
"1580","AS","2020-03-24",58,58,0,0,0,0
"1581","CB","2020-03-24",58,58,0,0,0,0
"1582","CE","2020-03-24",7,7,0,0,0,0
"1583","CL","2020-03-24",579,556,22,0,1,0
"1584","CM","2020-03-24",542,471,71,0,0,0
"1585","CN","2020-03-24",54,53,0,0,0,1
"1586","CT","2020-03-24",1503,1454,0,0,6,43
"1587","EX","2020-03-24",138,137,1,0,0,0
"1588","GA","2020-03-24",287,285,0,0,2,0
"1589","IB","2020-03-24",65,65,0,0,0,0
"1590","MC","2020-03-24",62,61,1,0,0,0
"1591","MD","2020-03-24",2084,2082,1,1,0,0
"1592","ML","2020-03-24",1,1,0,0,0,0
"1593","NC","2020-03-24",200,198,2,0,0,0
"1594","PV","2020-03-24",385,377,0,2,0,6
"1595","RI","2020-03-24",119,119,0,0,0,0
"1596","VC","2020-03-24",321,306,10,0,0,5
"1597","AN","2020-03-25",497,491,6,0,0,0
"1598","AR","2020-03-25",189,188,0,1,0,0
"1599","AS","2020-03-25",57,57,0,0,0,0
"1600","CB","2020-03-25",57,57,0,0,0,0
"1601","CE","2020-03-25",7,7,0,0,0,0
"1602","CL","2020-03-25",612,597,15,0,0,0
"1603","CM","2020-03-25",536,443,90,0,3,0
"1604","CN","2020-03-25",57,57,0,0,0,0
"1605","CT","2020-03-25",1435,1401,0,0,5,29
"1606","EX","2020-03-25",126,122,4,0,0,0
"1607","GA","2020-03-25",286,282,2,0,2,0
"1608","IB","2020-03-25",82,80,2,0,0,0
"1609","MC","2020-03-25",69,69,0,0,0,0
"1610","MD","2020-03-25",1839,1837,1,1,0,0
"1611","ML","2020-03-25",3,3,0,0,0,0
"1612","NC","2020-03-25",187,182,5,0,0,0
"1613","PV","2020-03-25",397,390,0,0,0,7
"1614","RI","2020-03-25",130,130,0,0,0,0
"1615","VC","2020-03-25",386,363,11,0,0,12
"1616","AN","2020-03-26",440,433,6,0,1,0
"1617","AR","2020-03-26",169,169,0,0,0,0
"1618","AS","2020-03-26",77,77,0,0,0,0
"1619","CB","2020-03-26",39,39,0,0,0,0
"1620","CE","2020-03-26",4,4,0,0,0,0
"1621","CL","2020-03-26",499,482,17,0,0,0
"1622","CM","2020-03-26",547,477,68,0,1,1
"1623","CN","2020-03-26",63,62,0,0,0,1
"1624","CT","2020-03-26",1501,1471,0,0,3,27
"1625","EX","2020-03-26",125,121,4,0,0,0
"1626","GA","2020-03-26",290,289,0,0,1,0
"1627","IB","2020-03-26",70,68,2,0,0,0
"1628","MC","2020-03-26",36,36,0,0,0,0
"1629","MD","2020-03-26",1621,1620,1,0,0,0
"1630","ML","2020-03-26",5,5,0,0,0,0
"1631","NC","2020-03-26",121,117,4,0,0,0
"1632","PV","2020-03-26",355,351,0,2,0,2
"1633","RI","2020-03-26",118,116,2,0,0,0
"1634","VC","2020-03-26",284,272,10,0,0,2
"1635","AN","2020-03-27",402,392,10,0,0,0
"1636","AR","2020-03-27",213,213,0,0,0,0
"1637","AS","2020-03-27",69,69,0,0,0,0
"1638","CB","2020-03-27",74,74,0,0,0,0
"1639","CE","2020-03-27",1,1,0,0,0,0
"1640","CL","2020-03-27",467,457,10,0,0,0
"1641","CM","2020-03-27",423,338,82,0,3,0
"1642","CN","2020-03-27",66,66,0,0,0,0
"1643","CT","2020-03-27",1391,1347,0,0,9,35
"1644","EX","2020-03-27",91,91,0,0,0,0
"1645","GA","2020-03-27",295,291,1,0,3,0
"1646","IB","2020-03-27",38,37,1,0,0,0
"1647","MC","2020-03-27",39,37,2,0,0,0
"1648","MD","2020-03-27",1551,1547,1,3,0,0
"1649","ML","2020-03-27",5,5,0,0,0,0
"1650","NC","2020-03-27",116,115,1,0,0,0
"1651","PV","2020-03-27",392,389,0,0,0,3
"1652","RI","2020-03-27",131,129,2,0,0,0
"1653","VC","2020-03-27",307,294,2,1,0,10
"1654","AN","2020-03-28",297,292,5,0,0,0
"1655","AR","2020-03-28",148,148,0,0,0,0
"1656","AS","2020-03-28",53,53,0,0,0,0
"1657","CB","2020-03-28",68,68,0,0,0,0
"1658","CE","2020-03-28",4,4,0,0,0,0
"1659","CL","2020-03-28",471,461,10,0,0,0
"1660","CM","2020-03-28",391,324,66,0,1,0
"1661","CN","2020-03-28",38,37,0,0,0,1
"1662","CT","2020-03-28",1414,1377,0,0,7,30
"1663","EX","2020-03-28",75,72,3,0,0,0
"1664","GA","2020-03-28",338,337,0,0,1,0
"1665","IB","2020-03-28",35,32,3,0,0,0
"1666","MC","2020-03-28",31,29,2,0,0,0
"1667","MD","2020-03-28",1278,1277,0,1,0,0
"1668","ML","2020-03-28",3,3,0,0,0,0
"1669","NC","2020-03-28",109,108,1,0,0,0
"1670","PV","2020-03-28",285,280,0,4,0,1
"1671","RI","2020-03-28",103,103,0,0,0,0
"1672","VC","2020-03-28",227,219,2,0,0,6
"1673","AN","2020-03-29",325,318,7,0,0,0
"1674","AR","2020-03-29",138,137,0,1,0,0
"1675","AS","2020-03-29",42,42,0,0,0,0
"1676","CB","2020-03-29",39,39,0,0,0,0
"1677","CE","2020-03-29",7,7,0,0,0,0
"1678","CL","2020-03-29",393,388,5,0,0,0
"1679","CM","2020-03-29",375,321,54,0,0,0
"1680","CN","2020-03-29",38,38,0,0,0,0
"1681","CT","2020-03-29",1063,1026,0,0,7,30
"1682","EX","2020-03-29",51,51,0,0,0,0
"1683","GA","2020-03-29",199,199,0,0,0,0
"1684","IB","2020-03-29",37,36,1,0,0,0
"1685","MC","2020-03-29",25,23,2,0,0,0
"1686","MD","2020-03-29",903,901,2,0,0,0
"1687","ML","2020-03-29",5,5,0,0,0,0
"1688","NC","2020-03-29",79,79,0,0,0,0
"1689","PV","2020-03-29",245,240,0,2,0,3
"1690","RI","2020-03-29",90,88,2,0,0,0
"1691","VC","2020-03-29",197,183,8,0,0,6
"1692","AN","2020-03-30",308,300,8,0,0,0
"1693","AR","2020-03-30",135,135,0,0,0,0
"1694","AS","2020-03-30",44,44,0,0,0,0
"1695","CB","2020-03-30",28,28,0,0,0,0
"1696","CE","2020-03-30",3,3,0,0,0,0
"1697","CL","2020-03-30",443,426,17,0,0,0
"1698","CM","2020-03-30",458,381,75,0,2,0
"1699","CN","2020-03-30",57,56,0,0,0,1
"1700","CT","2020-03-30",1250,1199,0,0,11,40
"1701","EX","2020-03-30",69,64,5,0,0,0
"1702","GA","2020-03-30",250,249,0,0,1,0
"1703","IB","2020-03-30",63,61,2,0,0,0
"1704","MC","2020-03-30",30,26,4,0,0,0
"1705","MD","2020-03-30",1144,1142,1,1,0,0
"1706","ML","2020-03-30",3,3,0,0,0,0
"1707","NC","2020-03-30",213,211,2,0,0,0
"1708","PV","2020-03-30",310,306,0,2,0,2
"1709","RI","2020-03-30",114,114,0,0,0,0
"1710","VC","2020-03-30",234,223,6,0,0,5
"1711","AN","2020-03-31",249,244,5,0,0,0
"1712","AR","2020-03-31",117,117,0,0,0,0
"1713","AS","2020-03-31",42,42,0,0,0,0
"1714","CB","2020-03-31",33,33,0,0,0,0
"1715","CE","2020-03-31",1,1,0,0,0,0
"1716","CL","2020-03-31",371,360,11,0,0,0
"1717","CM","2020-03-31",299,231,66,0,2,0
"1718","CN","2020-03-31",22,22,0,0,0,0
"1719","CT","2020-03-31",1229,1198,0,0,4,27
"1720","EX","2020-03-31",42,39,3,0,0,0
"1721","GA","2020-03-31",159,157,2,0,0,0
"1722","IB","2020-03-31",47,45,2,0,0,0
"1723","MC","2020-03-31",23,23,0,0,0,0
"1724","MD","2020-03-31",1131,1130,1,0,0,0
"1725","ML","2020-03-31",3,3,0,0,0,0
"1726","NC","2020-03-31",127,125,2,0,0,0
"1727","PV","2020-03-31",259,249,0,4,0,6
"1728","RI","2020-03-31",107,106,1,0,0,0
"1729","VC","2020-03-31",163,153,6,0,0,4
"1730","AN","2020-04-01",333,325,8,0,0,0
"1731","AR","2020-04-01",159,159,0,0,0,0
"1732","AS","2020-04-01",29,29,0,0,0,0
"1733","CB","2020-04-01",72,72,0,0,0,0
"1734","CE","2020-04-01",2,2,0,0,0,0
"1735","CL","2020-04-01",475,451,24,0,0,0
"1736","CM","2020-04-01",347,250,96,0,1,0
"1737","CN","2020-04-01",58,57,0,0,0,1
"1738","CT","2020-04-01",1374,1339,0,0,9,26
"1739","EX","2020-04-01",96,90,6,0,0,0
"1740","GA","2020-04-01",246,242,1,0,3,0
"1741","IB","2020-04-01",83,81,2,0,0,0
"1742","MC","2020-04-01",23,19,4,0,0,0
"1743","MD","2020-04-01",1394,1393,1,0,0,0
"1744","ML","2020-04-01",5,5,0,0,0,0
"1745","NC","2020-04-01",197,195,2,0,0,0
"1746","PV","2020-04-01",276,270,0,2,0,4
"1747","RI","2020-04-01",109,107,1,0,0,1
"1748","VC","2020-04-01",214,202,10,0,0,2
"1749","AN","2020-04-02",225,218,7,0,0,0
"1750","AR","2020-04-02",130,130,0,0,0,0
"1751","AS","2020-04-02",53,53,0,0,0,0
"1752","CB","2020-04-02",53,52,1,0,0,0
"1753","CE","2020-04-02",0,0,0,0,0,0
"1754","CL","2020-04-02",454,445,8,0,0,1
"1755","CM","2020-04-02",264,198,64,0,1,1
"1756","CN","2020-04-02",30,29,0,0,0,1
"1757","CT","2020-04-02",1154,1128,0,0,3,23
"1758","EX","2020-04-02",60,52,8,0,0,0
"1759","GA","2020-04-02",269,266,0,0,3,0
"1760","IB","2020-04-02",35,34,1,0,0,0
"1761","MC","2020-04-02",20,20,0,0,0,0
"1762","MD","2020-04-02",1044,1044,0,0,0,0
"1763","ML","2020-04-02",3,3,0,0,0,0
"1764","NC","2020-04-02",128,126,2,0,0,0
"1765","PV","2020-04-02",243,240,0,0,0,3
"1766","RI","2020-04-02",103,103,0,0,0,0
"1767","VC","2020-04-02",194,184,5,0,0,5
"1768","AN","2020-04-03",178,173,5,0,0,0
"1769","AR","2020-04-03",109,109,0,0,0,0
"1770","AS","2020-04-03",37,37,0,0,0,0
"1771","CB","2020-04-03",34,34,0,0,0,0
"1772","CE","2020-04-03",1,1,0,0,0,0
"1773","CL","2020-04-03",506,492,14,0,0,0
"1774","CM","2020-04-03",241,177,64,0,0,0
"1775","CN","2020-04-03",17,17,0,0,0,0
"1776","CT","2020-04-03",1335,1311,0,0,3,21
"1777","EX","2020-04-03",67,66,1,0,0,0
"1778","GA","2020-04-03",209,209,0,0,0,0
"1779","IB","2020-04-03",45,43,2,0,0,0
"1780","MC","2020-04-03",16,14,2,0,0,0
"1781","MD","2020-04-03",963,960,0,3,0,0
"1782","ML","2020-04-03",3,3,0,0,0,0
"1783","NC","2020-04-03",128,126,2,0,0,0
"1784","PV","2020-04-03",313,310,0,0,0,3
"1785","RI","2020-04-03",79,76,3,0,0,0
"1786","VC","2020-04-03",195,189,5,0,0,1
"1787","AN","2020-04-04",179,169,10,0,0,0
"1788","AR","2020-04-04",96,95,0,1,0,0
"1789","AS","2020-04-04",45,45,0,0,0,0
"1790","CB","2020-04-04",63,63,0,0,0,0
"1791","CE","2020-04-04",2,2,0,0,0,0
"1792","CL","2020-04-04",509,492,17,0,0,0
"1793","CM","2020-04-04",271,212,59,0,0,0
"1794","CN","2020-04-04",26,26,0,0,0,0
"1795","CT","2020-04-04",1034,1017,0,0,2,15
"1796","EX","2020-04-04",52,47,5,0,0,0
"1797","GA","2020-04-04",130,130,0,0,0,0
"1798","IB","2020-04-04",25,23,2,0,0,0
"1799","MC","2020-04-04",20,19,1,0,0,0
"1800","MD","2020-04-04",751,750,0,1,0,0
"1801","ML","2020-04-04",2,2,0,0,0,0
"1802","NC","2020-04-04",80,76,4,0,0,0
"1803","PV","2020-04-04",203,200,0,1,0,2
"1804","RI","2020-04-04",56,54,2,0,0,0
"1805","VC","2020-04-04",133,122,5,0,0,6
"1806","AN","2020-04-05",173,167,6,0,0,0
"1807","AR","2020-04-05",98,96,0,1,1,0
"1808","AS","2020-04-05",44,44,0,0,0,0
"1809","CB","2020-04-05",25,25,0,0,0,0
"1810","CE","2020-04-05",2,2,0,0,0,0
"1811","CL","2020-04-05",332,318,14,0,0,0
"1812","CM","2020-04-05",293,224,66,0,1,2
"1813","CN","2020-04-05",14,14,0,0,0,0
"1814","CT","2020-04-05",903,889,0,0,0,14
"1815","EX","2020-04-05",31,25,5,1,0,0
"1816","GA","2020-04-05",129,127,1,0,1,0
"1817","IB","2020-04-05",29,27,2,0,0,0
"1818","MC","2020-04-05",12,11,1,0,0,0
"1819","MD","2020-04-05",672,671,0,1,0,0
"1820","ML","2020-04-05",0,0,0,0,0,0
"1821","NC","2020-04-05",86,86,0,0,0,0
"1822","PV","2020-04-05",221,218,0,1,0,2
"1823","RI","2020-04-05",38,36,1,0,0,1
"1824","VC","2020-04-05",116,108,5,0,0,3
"1825","AN","2020-04-06",147,142,5,0,0,0
"1826","AR","2020-04-06",132,128,0,4,0,0
"1827","AS","2020-04-06",44,44,0,0,0,0
"1828","CB","2020-04-06",28,27,1,0,0,0
"1829","CE","2020-04-06",2,2,0,0,0,0
"1830","CL","2020-04-06",485,462,23,0,0,0
"1831","CM","2020-04-06",303,232,69,0,2,0
"1832","CN","2020-04-06",21,21,0,0,0,0
"1833","CT","2020-04-06",851,812,0,0,2,37
"1834","EX","2020-04-06",41,37,4,0,0,0
"1835","GA","2020-04-06",181,180,1,0,0,0
"1836","IB","2020-04-06",23,21,2,0,0,0
"1837","MC","2020-04-06",12,8,4,0,0,0
"1838","MD","2020-04-06",651,650,1,0,0,0
"1839","ML","2020-04-06",0,0,0,0,0,0
"1840","NC","2020-04-06",136,132,4,0,0,0
"1841","PV","2020-04-06",293,285,0,5,0,3
"1842","RI","2020-04-06",42,42,0,0,0,0
"1843","VC","2020-04-06",152,137,11,0,0,4
"1844","AN","2020-04-07",172,164,8,0,0,0
"1845","AR","2020-04-07",110,109,0,1,0,0
"1846","AS","2020-04-07",45,45,0,0,0,0
"1847","CB","2020-04-07",13,13,0,0,0,0
"1848","CE","2020-04-07",0,0,0,0,0,0
"1849","CL","2020-04-07",355,327,28,0,0,0
"1850","CM","2020-04-07",206,150,56,0,0,0
"1851","CN","2020-04-07",17,16,0,0,0,1
"1852","CT","2020-04-07",813,781,0,0,1,31
"1853","EX","2020-04-07",29,28,1,0,0,0
"1854","GA","2020-04-07",147,143,0,0,4,0
"1855","IB","2020-04-07",19,18,1,0,0,0
"1856","MC","2020-04-07",4,3,1,0,0,0
"1857","MD","2020-04-07",768,766,0,2,0,0
"1858","ML","2020-04-07",2,2,0,0,0,0
"1859","NC","2020-04-07",85,84,1,0,0,0
"1860","PV","2020-04-07",233,224,0,3,0,6
"1861","RI","2020-04-07",50,49,1,0,0,0
"1862","VC","2020-04-07",132,124,7,0,0,1
"1863","AN","2020-04-08",145,134,11,0,0,0
"1864","AR","2020-04-08",109,109,0,0,0,0
"1865","AS","2020-04-08",48,48,0,0,0,0
"1866","CB","2020-04-08",27,27,0,0,0,0
"1867","CE","2020-04-08",0,0,0,0,0,0
"1868","CL","2020-04-08",384,372,12,0,0,0
"1869","CM","2020-04-08",207,158,48,0,0,1
"1870","CN","2020-04-08",12,11,0,0,0,1
"1871","CT","2020-04-08",1104,1090,0,0,3,11
"1872","EX","2020-04-08",42,36,6,0,0,0
"1873","GA","2020-04-08",151,149,1,0,1,0
"1874","IB","2020-04-08",23,22,1,0,0,0
"1875","MC","2020-04-08",18,16,2,0,0,0
"1876","MD","2020-04-08",711,709,0,2,0,0
"1877","ML","2020-04-08",0,0,0,0,0,0
"1878","NC","2020-04-08",93,93,0,0,0,0
"1879","PV","2020-04-08",224,219,0,0,0,5
"1880","RI","2020-04-08",47,37,10,0,0,0
"1881","VC","2020-04-08",137,125,8,0,0,4
"1882","AN","2020-04-09",94,87,7,0,0,0
"1883","AR","2020-04-09",100,90,0,1,0,9
"1884","AS","2020-04-09",42,42,0,0,0,0
"1885","CB","2020-04-09",23,23,0,0,0,0
"1886","CE","2020-04-09",2,2,0,0,0,0
"1887","CL","2020-04-09",381,355,26,0,0,0
"1888","CM","2020-04-09",175,125,48,0,2,0
"1889","CN","2020-04-09",21,21,0,0,0,0
"1890","CT","2020-04-09",1142,1118,0,0,1,23
"1891","EX","2020-04-09",22,19,3,0,0,0
"1892","GA","2020-04-09",160,157,3,0,0,0
"1893","IB","2020-04-09",11,8,3,0,0,0
"1894","MC","2020-04-09",7,6,1,0,0,0
"1895","MD","2020-04-09",657,654,0,3,0,0
"1896","ML","2020-04-09",0,0,0,0,0,0
"1897","NC","2020-04-09",80,79,1,0,0,0
"1898","PV","2020-04-09",193,193,0,0,0,0
"1899","RI","2020-04-09",47,40,5,0,0,2
"1900","VC","2020-04-09",134,116,12,0,0,6
"1901","AN","2020-04-10",103,95,8,0,0,0
"1902","AR","2020-04-10",99,73,0,1,1,24
"1903","AS","2020-04-10",59,59,0,0,0,0
"1904","CB","2020-04-10",29,29,0,0,0,0
"1905","CE","2020-04-10",1,1,0,0,0,0
"1906","CL","2020-04-10",351,328,23,0,0,0
"1907","CM","2020-04-10",156,110,46,0,0,0
"1908","CN","2020-04-10",14,14,0,0,0,0
"1909","CT","2020-04-10",1088,1057,0,0,3,28
"1910","EX","2020-04-10",47,39,8,0,0,0
"1911","GA","2020-04-10",75,73,2,0,0,0
"1912","IB","2020-04-10",21,17,4,0,0,0
"1913","MC","2020-04-10",7,6,1,0,0,0
"1914","MD","2020-04-10",731,731,0,0,0,0
"1915","ML","2020-04-10",1,1,0,0,0,0
"1916","NC","2020-04-10",70,69,1,0,0,0
"1917","PV","2020-04-10",184,176,0,1,0,7
"1918","RI","2020-04-10",40,38,2,0,0,0
"1919","VC","2020-04-10",104,96,8,0,0,0
"1920","AN","2020-04-11",108,97,10,1,0,0
"1921","AR","2020-04-11",69,57,0,2,0,10
"1922","AS","2020-04-11",51,51,0,0,0,0
"1923","CB","2020-04-11",24,24,0,0,0,0
"1924","CE","2020-04-11",0,0,0,0,0,0
"1925","CL","2020-04-11",336,311,25,0,0,0
"1926","CM","2020-04-11",116,80,36,0,0,0
"1927","CN","2020-04-11",13,13,0,0,0,0
"1928","CT","2020-04-11",1169,1157,0,0,2,10
"1929","EX","2020-04-11",30,27,3,0,0,0
"1930","GA","2020-04-11",67,65,0,0,2,0
"1931","IB","2020-04-11",15,14,1,0,0,0
"1932","MC","2020-04-11",7,5,2,0,0,0
"1933","MD","2020-04-11",598,598,0,0,0,0
"1934","ML","2020-04-11",0,0,0,0,0,0
"1935","NC","2020-04-11",46,45,1,0,0,0
"1936","PV","2020-04-11",132,124,0,3,0,5
"1937","RI","2020-04-11",26,24,2,0,0,0
"1938","VC","2020-04-11",84,77,4,0,0,3
"1939","AN","2020-04-12",89,83,6,0,0,0
"1940","AR","2020-04-12",57,53,0,1,0,3
"1941","AS","2020-04-12",24,24,0,0,0,0
"1942","CB","2020-04-12",46,46,0,0,0,0
"1943","CE","2020-04-12",0,0,0,0,0,0
"1944","CL","2020-04-12",179,160,19,0,0,0
"1945","CM","2020-04-12",146,113,33,0,0,0
"1946","CN","2020-04-12",8,8,0,0,0,0
"1947","CT","2020-04-12",799,776,0,0,3,20
"1948","EX","2020-04-12",26,21,5,0,0,0
"1949","GA","2020-04-12",63,61,1,0,1,0
"1950","IB","2020-04-12",15,15,0,0,0,0
"1951","MC","2020-04-12",4,3,1,0,0,0
"1952","MD","2020-04-12",513,513,0,0,0,0
"1953","ML","2020-04-12",1,1,0,0,0,0
"1954","NC","2020-04-12",59,59,0,0,0,0
"1955","PV","2020-04-12",151,142,0,4,0,5
"1956","RI","2020-04-12",22,22,0,0,0,0
"1957","VC","2020-04-12",71,65,4,0,0,2
"1958","AN","2020-04-13",80,75,4,0,1,0
"1959","AR","2020-04-13",85,74,0,1,0,10
"1960","AS","2020-04-13",31,31,0,0,0,0
"1961","CB","2020-04-13",35,35,0,0,0,0
"1962","CE","2020-04-13",1,1,0,0,0,0
"1963","CL","2020-04-13",258,237,21,0,0,0
"1964","CM","2020-04-13",181,140,40,0,1,0
"1965","CN","2020-04-13",10,10,0,0,0,0
"1966","CT","2020-04-13",687,662,0,0,2,23
"1967","EX","2020-04-13",35,24,11,0,0,0
"1968","GA","2020-04-13",105,104,1,0,0,0
"1969","IB","2020-04-13",13,10,3,0,0,0
"1970","MC","2020-04-13",1,0,1,0,0,0
"1971","MD","2020-04-13",403,398,0,5,0,0
"1972","ML","2020-04-13",1,1,0,0,0,0
"1973","NC","2020-04-13",59,56,3,0,0,0
"1974","PV","2020-04-13",117,111,0,2,0,4
"1975","RI","2020-04-13",29,28,1,0,0,0
"1976","VC","2020-04-13",71,64,4,0,0,3
"1977","AN","2020-04-14",67,56,11,0,0,0
"1978","AR","2020-04-14",59,45,0,0,0,14
"1979","AS","2020-04-14",30,30,0,0,0,0
"1980","CB","2020-04-14",14,14,0,0,0,0
"1981","CE","2020-04-14",0,0,0,0,0,0
"1982","CL","2020-04-14",228,201,27,0,0,0
"1983","CM","2020-04-14",143,101,42,0,0,0
"1984","CN","2020-04-14",14,14,0,0,0,0
"1985","CT","2020-04-14",846,828,0,0,4,14
"1986","EX","2020-04-14",32,28,4,0,0,0
"1987","GA","2020-04-14",67,64,1,0,2,0
"1988","IB","2020-04-14",9,8,1,0,0,0
"1989","MC","2020-04-14",3,3,0,0,0,0
"1990","MD","2020-04-14",516,515,0,1,0,0
"1991","ML","2020-04-14",0,0,0,0,0,0
"1992","NC","2020-04-14",49,48,1,0,0,0
"1993","PV","2020-04-14",93,90,0,3,0,0
"1994","RI","2020-04-14",25,24,1,0,0,0
"1995","VC","2020-04-14",70,64,4,0,0,2
"1996","AN","2020-04-15",107,97,10,0,0,0
"1997","AR","2020-04-15",82,64,0,0,0,18
"1998","AS","2020-04-15",39,39,0,0,0,0
"1999","CB","2020-04-15",17,17,0,0,0,0
"2000","CE","2020-04-15",0,0,0,0,0,0
"2001","CL","2020-04-15",187,174,13,0,0,0
"2002","CM","2020-04-15",138,105,33,0,0,0
"2003","CN","2020-04-15",15,15,0,0,0,0
"2004","CT","2020-04-15",926,915,0,0,2,9
"2005","EX","2020-04-15",28,26,2,0,0,0
"2006","GA","2020-04-15",101,97,2,0,2,0
"2007","IB","2020-04-15",8,5,3,0,0,0
"2008","MC","2020-04-15",3,3,0,0,0,0
"2009","MD","2020-04-15",507,506,0,1,0,0
"2010","ML","2020-04-15",0,0,0,0,0,0
"2011","NC","2020-04-15",35,35,0,0,0,0
"2012","PV","2020-04-15",108,102,0,3,0,3
"2013","RI","2020-04-15",14,14,0,0,0,0
"2014","VC","2020-04-15",80,73,6,0,0,1
"2015","AN","2020-04-16",58,49,9,0,0,0
"2016","AR","2020-04-16",71,56,1,1,0,13
"2017","AS","2020-04-16",12,12,0,0,0,0
"2018","CB","2020-04-16",18,18,0,0,0,0
"2019","CE","2020-04-16",1,1,0,0,0,0
"2020","CL","2020-04-16",159,144,15,0,0,0
"2021","CM","2020-04-16",98,66,32,0,0,0
"2022","CN","2020-04-16",13,13,0,0,0,0
"2023","CT","2020-04-16",923,913,0,0,1,9
"2024","EX","2020-04-16",25,23,1,1,0,0
"2025","GA","2020-04-16",73,70,1,0,2,0
"2026","IB","2020-04-16",14,14,0,0,0,0
"2027","MC","2020-04-16",1,1,0,0,0,0
"2028","MD","2020-04-16",602,602,0,0,0,0
"2029","ML","2020-04-16",0,0,0,0,0,0
"2030","NC","2020-04-16",31,30,1,0,0,0
"2031","PV","2020-04-16",111,108,0,1,0,2
"2032","RI","2020-04-16",30,29,1,0,0,0
"2033","VC","2020-04-16",60,54,6,0,0,0
"2034","AN","2020-04-17",70,66,4,0,0,0
"2035","AR","2020-04-17",59,54,0,0,0,5
"2036","AS","2020-04-17",12,12,0,0,0,0
