"World-country-continental","world","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"World","158760544","449934","3302466","6123","137120276","486115","18337802","107310","20367","423.7","","",7823502850,"All","","",NA,NA,NA,""
