"","Id","contry","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"147","147","Martinique","11558","","83","","98","","11377","24","30820","221","163838","436879","375019","North America","32","4518","2",NA,NA,"30337"
"148","148","Djibouti","11319","12","148","","11041","35","130","","11318","148","151665","151649","1000108","Africa","88","6757","7","12",NA,"130"
"149","149","Congo","11016","","147","","8208","","2661","","1956","26","92500","16424","5632117","Africa","511","38314","61",NA,NA,"472"
"150","150","Suriname","10816","","213","","9656","","947","26","18299","360","52395","88644","591070","South America","55","2775","11",NA,NA,"1602"
"151","151","Lesotho","10761","12","319","","6427","","4015","","4990","148","83335","38642","2156593","Africa","200","6760","26","6",NA,"1862"
"152","152","Aruba","10736","15","100","","10505","23","131","14","100197","933","151652","1415338","107149","North America","10","1071","1","140",NA,"1223"
"153","153","Bahamas","10711","","211","","9733","","767","5","27020","532","89050","224638","396416","North America","37","1879","4",NA,NA,"1935"
"154","154","South Sudan","10620","","115","","10312","","193","","939","10","153992","13622","11304431","Africa","1064","98299","73",NA,NA,"17"
"155","155","Benin","7884","","100","","7652","","132","35","636","8","595112","48033","12389632","Africa","1571","123896","21",NA,NA,"11"
"156","156","Equatorial Guinea","7694","","112","","7279","","303","7","5337","78","123169","85441","1441560","Africa","187","12871","12",NA,NA,"210"
"157","157","Nicaragua","6989","","183","","4225","","2581","","1045","27","","","6691036","North America","957","36563","",NA,NA,"386"
"158","158","CAR","6674","","93","","5112","","1469","2","1362","19","40907","8348","4900459","Africa","734","52693","120",NA,NA,"300"
"159","159","Iceland","6506","6","29","","6347","15","130","5","18962","85","613017","1786628","343114","Europe","53","11832","1","17",NA,"379"
"160","160","Yemen","6426","","1265","","2971","","2190","23","212","42","30269","996","30378008","Asia","4727","24014","1004",NA,NA,"72"
"161","161","Seychelles","6373","","28","","5277","","1068","","64464","283","21504","217515","98862","Africa","16","3531","5",NA,NA,"10803"
"162","162","Gambia","5925","","175","","5547","","203","3","2395","71","76379","30878","2473592","Africa","417","14135","32",NA,NA,"82"
"163","163","Niger","5310","1","192","","4876","6","242","18","213","8","100105","4014","24939016","Africa","4697","129891","249","0.04",NA,"10"
"164","164","San Marino","5067","","90","","4935","","42","4","149069","2648","61760","1816952","33991","Europe","7","378","1",NA,NA,"1236"
"165","165","Chad","4854","","170","","4612","","72","","289","10","114926","6832","16820962","Africa","3465","98947","146",NA,NA,"4"
"166","166","Saint Lucia","4607","5","75","","4427","12","105","1","24992","407","41126","223102","184337","North America","40","2458","4","27",NA,"570"
