"","Id","world","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"1",NA,"World","158115089","588580","3291769","8509","136422855","623608","18400465","107769","20285","422.3","","",7823298088,"All","","",NA,NA,NA,""
