"World-country-continental","world","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"World","158991339","31530","3307486","922","137459542","73397","18224311","106987","20397","424.3","","",7823707620,"All","","",NA,NA,NA,""
